x,y
-2.3770,427.1134
-2.2769,423.2714
-2.1768,417.1015
-2.0767,418.5061
-1.9766,410.8439
-1.8766,406.0752
-1.7765,403.3106
-1.6764,399.9426
-1.5763,392.0346
-1.4762,395.8455
-1.3761,392.9810
-1.2761,388.0093
-1.1760,383.8293
-1.0759,383.9711
-0.9758,384.9011
-0.8757,376.7701
-0.7756,372.0473
-0.6756,368.7207
-0.5755,367.2207
-0.4754,360.5806
-0.3753,360.9540
-0.2752,358.4783
-0.1751,360.8038
-0.0751,355.0851
0.0250,352.3518
0.1251,344.1159
0.2252,345.2795
0.3253,336.8766
0.4254,338.2657
0.5254,335.6311
0.6255,329.1308
0.7256,334.4933
0.8257,327.2724
0.9258,316.9472
1.0259,321.4091
1.1259,315.6335
1.2260,313.9750
1.3261,312.4934
1.4262,309.4030
1.5263,299.2591
1.6264,299.0569
1.7264,302.0150
1.8265,300.7760
1.9266,299.7672
2.0267,296.6626
2.1268,282.2918
2.2269,287.9822
2.3269,277.1503
2.4270,284.9753
2.5271,278.1400
2.6272,271.2119
2.7273,277.9305
2.8274,271.1082
2.9274,260.7883
3.0275,264.6377
3.1276,258.8694
3.2277,258.7122
3.3278,254.3083
3.4279,257.1599
3.5279,246.1151
3.6280,248.6928
3.7281,250.5488
3.8282,240.0009
3.9283,240.4994
4.0284,237.8691
4.1284,232.5997
4.2285,234.0282
4.3286,229.8014
4.4287,224.1146
4.5288,229.6777
4.6289,224.2223
4.7289,218.8119
4.8290,214.8790
4.9291,211.9217
5.0292,215.4635
5.1293,208.8371
5.2294,208.1707
5.3294,203.7649
5.4295,203.7034
5.5296,199.0521
5.6297,199.2475
5.7298,193.9723
5.8299,194.5866
5.9299,191.7010
6.0300,186.9300
6.1301,182.3065
6.2302,179.6815
6.3303,177.9057
6.4304,174.8105
6.5304,178.0075
6.6305,172.9264
6.7306,175.4426
6.8307,175.2464
6.9308,166.1672
7.0309,159.1467
7.1309,160.3525
7.2310,158.9870
7.3311,152.4740
7.4312,153.9241
7.5313,153.2826
7.6314,148.7998
7.7314,145.6390
7.8315,143.4443
7.9316,148.8670
8.0317,140.8243
8.1318,136.6198
8.2319,135.8073
8.3319,137.6154
8.4320,130.5347
8.5321,131.8807
8.6322,130.4752
8.7323,128.4054
8.8324,128.2336
8.9324,120.2695
9.0325,123.2157
9.1326,115.3454
9.2327,114.4509
9.3328,117.1553
9.4329,113.9707
9.5329,109.4565
9.6330,103.8325
9.7331,107.0584
9.8332,101.4589
9.9333,98.5650
10.0334,97.3889
10.1334,98.0795
10.2335,88.9936
10.3336,94.4657
10.4337,91.9419
10.5338,87.7133
10.6339,90.6344
10.7339,87.4248
10.8340,81.8484
10.9341,79.7440
11.0342,81.9363
11.1343,73.4095
11.2344,75.0767
11.3344,72.3083
11.4345,72.5480
11.5346,71.1187
11.6347,68.7526
11.7348,70.2137
11.8349,65.6703
11.9349,62.2281
12.0350,57.7375
12.1351,61.7427
12.2352,59.3786
12.3353,60.3736
12.4354,52.0159
12.5354,52.5846
12.6355,50.5863
12.7356,48.7667
12.8357,47.3378
12.9358,40.4502
13.0359,46.3659
13.1359,44.1578
13.2360,43.9068
13.3361,45.5913
13.4362,36.2229
13.5363,35.4186
13.6364,33.9136
13.7364,38.0781
13.8365,25.4352
13.9366,30.4735
14.0367,23.0010
14.1368,18.0762
14.2369,18.1757
14.3369,18.5203
14.4370,24.3101
14.5371,16.9453
14.6372,17.3255
14.7373,12.9848
14.8374,16.7856
14.9374,10.1344
15.0375,15.8907
15.1376,7.4659
15.2377,6.6683
15.3378,7.8585
15.4379,6.1020
15.5379,8.8495
15.6380,3.4943
15.7381,-1.9228
15.8382,-1.4027
15.9383,-2.8524
16.0384,-0.3613
16.1384,-2.7773
16.2385,-5.6692
16.3386,-4.0745
16.4387,-9.6310
16.5388,-9.8065
16.6389,-10.1978
16.7389,-7.4877
16.8390,-13.6901
16.9391,-15.7591
17.0392,-19.1463
17.1393,-15.2428
17.2394,-20.3460
17.3394,-18.8242
17.4395,-26.8222
17.5396,-19.2399
17.6397,-27.6073
17.7398,-27.1756
17.8399,-22.8898
17.9399,-31.2810
18.0400,-28.7180
18.1401,-29.4488
18.2402,-33.8492
18.3403,-27.9967
18.4404,-28.6911
18.5405,-40.2542
18.6405,-39.8282
18.7406,-34.1885
18.8407,-41.6441
18.9408,-40.0128
19.0409,-39.5600
19.1410,-38.9650
19.2410,-42.7921
19.3411,-42.9085
19.4412,-46.5861
19.5413,-41.4305
19.6414,-47.8353
19.7415,-46.3619
19.8415,-49.9377
19.9416,-49.0955
20.0417,-50.9206
20.1418,-51.8952
20.2419,-55.4308
20.3420,-50.9718
20.4420,-50.0805
20.5421,-54.5448
20.6422,-54.0188
20.7423,-54.6332
20.8424,-55.2849
20.9425,-58.0703
21.0425,-59.2451
21.1426,-58.1814
21.2427,-61.4484
21.3428,-65.4481
21.4429,-63.3162
21.5430,-69.9044
21.6430,-65.0983
21.7431,-64.6718
21.8432,-63.0254
21.9433,-67.0908
22.0434,-65.5616
22.1435,-69.1389
22.2435,-72.9891
22.3436,-74.9241
22.4437,-74.3604
22.5438,-76.3009
22.6439,-71.0426
22.7440,-74.2977
22.8440,-72.6851
22.9441,-74.8870
23.0442,-72.6763
23.1443,-73.3190
23.2444,-79.1167
23.3445,-78.6748
23.4445,-80.1114
23.5446,-84.0280
23.6447,-77.7795
23.7448,-76.8698
23.8449,-81.0765
23.9450,-83.1478
24.0450,-78.9965
24.1451,-89.8951
24.2452,-82.9087
24.3453,-83.5823
24.4454,-86.2856
24.5455,-80.9492
24.6455,-82.7527
24.7456,-86.9792
24.8457,-86.9767
24.9458,-88.3915
25.0459,-89.2647
25.1460,-92.1437
25.2460,-84.5601
25.3461,-86.0867
25.4462,-87.2370
25.5463,-93.3652
25.6464,-84.2804
25.7465,-85.0132
25.8465,-90.8102
25.9466,-94.4977
26.0467,-94.7850
26.1468,-91.3207
26.2469,-95.6961
26.3470,-93.4303
26.4470,-90.4223
26.5471,-98.5593
26.6472,-88.3622
26.7473,-90.0098
26.8474,-98.7417
26.9475,-99.5819
27.0475,-96.4918
27.1476,-99.0254
27.2477,-97.0036
27.3478,-104.2264
27.4479,-97.4294
27.5480,-91.5852
27.6480,-100.5839
27.7481,-98.2837
27.8482,-102.1537
27.9483,-95.9805
28.0484,-98.7715
28.1485,-92.4637
28.2485,-97.8457
28.3486,-99.7530
28.4487,-97.1459
28.5488,-100.4657
28.6489,-103.1052
28.7490,-98.3116
28.8490,-99.8623
28.9491,-98.9489
29.0492,-98.4216
29.1493,-101.1691
29.2494,-98.4536
29.3495,-94.5753
29.4495,-103.1719
29.5496,-94.6863
29.6497,-100.6671
29.7498,-102.2686
29.8499,-92.7071
29.9500,-99.5337
30.0500,-95.8875
30.1501,-97.5359
30.2502,-105.0105
30.3503,-99.5762
30.4504,-101.4745
30.5505,-103.8739
30.6505,-105.1035
30.7506,-99.4114
30.8507,-97.8674
30.9508,-98.3760
31.0509,-100.3653
31.1510,-101.7332
31.2510,-102.1780
31.3511,-100.7527
31.4512,-102.0462
31.5513,-99.4066
31.6514,-98.7051
31.7515,-101.1542
31.8515,-98.9820
31.9516,-100.3765
32.0517,-97.9087
32.1518,-96.1636
32.2519,-96.9302
32.3520,-95.8177
32.4520,-101.9498
32.5521,-97.8794
32.6522,-95.6527
32.7523,-94.2890
32.8524,-100.7260
32.9525,-95.1640
33.0525,-91.7217
33.1526,-95.5663
33.2527,-94.9942
33.3528,-93.0280
33.4529,-93.2975
33.5530,-91.6643
33.6530,-93.1104
33.7531,-92.4995
33.8532,-94.9237
33.9533,-92.6970
34.0534,-88.0257
34.1535,-91.9869
34.2535,-91.4594
34.3536,-91.9975
34.4537,-87.7207
34.5538,-92.1955
34.6539,-86.4392
34.7540,-91.5108
34.8540,-91.3925
34.9541,-87.1105
35.0542,-86.8369
35.1543,-85.8239
35.2544,-83.0081
35.3545,-86.9024
35.4545,-83.7950
35.5546,-87.3025
35.6547,-80.2346
35.7548,-81.5438
35.8549,-81.2506
35.9550,-81.7056
36.0550,-84.0250
36.1551,-82.0393
36.2552,-78.9308
36.3553,-79.8627
36.4554,-78.7928
36.5555,-82.5924
36.6555,-77.3086
36.7556,-79.2565
36.8557,-79.7496
36.9558,-76.2725
37.0559,-80.6768
37.1560,-72.3004
37.2560,-71.1189
37.3561,-73.1040
37.4562,-75.1838
37.5563,-74.2873
37.6564,-71.1433
37.7565,-77.1898
37.8565,-68.5959
37.9566,-66.3527
38.0567,-68.4804
38.1568,-68.2165
38.2569,-65.3661
38.3570,-64.0286
38.4570,-60.9567
38.5571,-63.3326
38.6572,-64.5956
38.7573,-63.0387
38.8574,-60.2276
38.9575,-55.2133
39.0575,-59.9412
39.1576,-61.2265
39.2577,-59.7577
39.3578,-62.5048
39.4579,-54.2849
39.5580,-58.4066
39.6580,-57.0616
39.7581,-58.3175
39.8582,-54.7618
39.9583,-48.7109
40.0584,-53.3485
40.1585,-53.6517
40.2585,-46.8463
40.3586,-47.3729
40.4587,-44.0111
40.5588,-42.0342
40.6589,-43.2196
40.7590,-46.0156
40.8590,-41.4119
40.9591,-38.4479
41.0592,-40.5958
41.1593,-42.0474
41.2594,-33.3053
41.3595,-36.7270
41.4595,-35.5671
41.5596,-33.1396
41.6597,-28.9341
41.7598,-30.0627
41.8599,-30.6713
41.9600,-26.4332
42.0601,-20.8365
42.1601,-21.9022
42.2602,-22.8249
42.3603,-26.9783
42.4604,-11.1132
42.5605,-24.7133
42.6606,-20.9706
42.7606,-20.6828
42.8607,-12.4203
42.9608,-14.7481
43.0609,-18.9880
43.1610,-12.5917
43.2611,-10.4315
43.3611,-11.6955
43.4612,-13.0584
43.5613,-10.2207
43.6614,-7.9938
43.7615,-5.2428
43.8616,-5.4884
43.9616,-0.3307
44.0617,-3.9839
44.1618,-4.9158
44.2619,-0.5175
44.3620,7.1797
44.4621,2.8560
44.5621,13.0503
44.6622,8.9648
44.7623,5.4695
44.8624,7.9424
44.9625,12.6679
45.0626,9.9073
45.1626,22.0765
45.2627,13.5026
45.3628,20.0507
45.4629,23.9308
45.5630,20.7754
45.6631,19.6780
45.7631,23.4190
45.8632,26.9075
45.9633,30.0408
46.0634,29.1863
46.1635,26.4282
46.2636,32.3785
46.3636,31.8642
46.4637,28.9773
46.5638,35.0871
46.6639,34.5452
46.7640,42.2759
46.8641,48.0306
46.9641,49.4672
47.0642,43.8742
47.1643,45.9045
47.2644,51.0959
47.3645,53.9463
47.4646,51.2491
47.5646,53.8303
47.6647,62.6420
47.7648,57.4718
47.8649,58.1211
47.9650,61.7298
48.0651,64.9122
48.1651,61.9212
48.2652,66.0639
48.3653,65.1431
48.4654,69.6505
48.5655,77.9691
48.6656,76.4266
48.7656,75.7970
48.8657,75.1584
48.9658,78.9167
49.0659,84.9062
49.1660,81.9822
49.2661,89.9417
49.3661,83.4028
49.4662,88.5968
49.5663,96.6484
49.6664,87.3599
49.7665,98.9219
49.8666,91.7859
49.9666,99.0631
50.0667,100.8191
50.1668,105.8229
50.2669,95.9098
50.3670,101.6534
50.4671,107.7521
50.5671,111.6143
50.6672,110.8874
50.7673,114.9779
50.8674,114.1655
50.9675,118.6136
51.0676,119.3807
51.1676,124.7665
51.2677,127.9023
51.3678,132.5904
51.4679,128.4659
51.5680,131.6348
51.6681,134.8956
51.7681,136.0412
51.8682,138.9536
51.9683,136.6167
52.0684,144.6222
52.1685,142.9750
52.2686,145.0734
52.3686,145.4137
52.4687,155.9048
52.5688,154.2537
52.6689,160.3878
52.7690,160.0300
52.8691,156.3868
52.9691,160.5396
53.0692,168.3684
53.1693,166.1114
53.2694,167.4613
53.3695,172.5280
53.4696,174.8792
53.5696,174.7284
53.6697,179.1495
53.7698,181.0664
53.8699,177.1159
53.9700,188.7878
54.0701,187.2497
54.1701,196.0112
54.2702,191.0715
54.3703,192.2172
54.4704,202.9629
54.5705,197.0990
54.6706,202.4097
54.7706,208.5844
54.8707,208.2876
54.9708,206.8042
55.0709,214.8389
55.1710,216.2060
55.2711,223.1648
55.3711,223.6134
55.4712,233.4988
55.5713,222.0083
55.6714,229.4452
55.7715,228.8845
55.8716,238.1331
55.9716,239.7286
56.0717,242.1296
56.1718,240.1498
56.2719,242.8707
56.3720,241.6515
56.4721,255.5135
56.5721,254.5641
56.6722,254.9213
56.7723,261.1788
56.8724,263.3155
56.9725,266.6831
57.0726,261.5912
57.1726,267.0348
57.2727,272.4872
57.3728,275.7016
57.4729,280.2517
57.5730,277.1086
57.6731,283.2808
57.7731,292.2898
57.8732,290.5342
57.9733,293.8648
58.0734,294.0002
58.1735,299.1753
58.2736,305.1091
58.3736,302.8518
58.4737,309.0485
58.5738,305.6059
58.6739,312.8664
58.7740,316.6836
58.8741,314.5997
58.9741,323.0449
59.0742,320.6296
59.1743,323.1545
59.2744,328.4915
59.3745,337.2260
59.4746,335.3024
59.5746,340.1372
59.6747,338.0994
59.7748,343.5022
59.8749,342.7250
59.9750,347.5364
60.0751,354.7616
60.1751,355.1545
60.2752,362.6486
60.3753,360.7226
60.4754,363.7811
60.5755,371.2600
60.6756,368.5492
60.7756,369.0109
60.8757,380.5592
60.9758,380.9931
61.0759,376.3601
61.1760,386.1045
61.2761,387.8847
61.3761,397.4658
61.4762,393.1896
61.5763,396.7895
61.6764,398.9659
61.7765,401.7102
61.8766,405.9562
61.9766,406.9452
62.0767,411.3647
62.1768,412.8539
62.2769,416.4072
62.3770,419.4554
62.4771,425.8164
62.5771,428.5842
62.6772,430.2213
62.7773,438.6110
62.8774,440.3174
62.9775,442.4612
63.0776,445.6707
63.1776,455.1568
63.2777,454.4231
63.3778,458.4654
63.4779,452.6267
63.5780,461.7792
63.6781,460.5930
63.7781,469.2030
63.8782,474.9872
63.9783,475.2401
64.0784,482.2245
64.1785,481.0161
64.2786,489.2374
64.3786,486.2849
64.4787,493.6064
64.5788,499.1067
64.6789,502.9208
64.7790,504.4070
64.8791,514.0938
64.9791,510.5272
65.0792,513.9233
65.1793,510.5136
65.2794,527.6248
65.3795,524.7469
65.4796,525.8718
65.5796,536.9185
65.6797,540.2282
65.7798,540.4226
65.8799,539.3788
65.9800,548.5365
66.0801,549.0214
66.1802,550.9893
66.2802,561.2578
66.3803,555.3660
66.4804,567.1113
66.5805,570.4440
66.6806,578.8850
66.7807,577.3836
66.8807,573.9190
66.9808,581.2821
67.0809,587.6906
67.1810,592.2795
67.2811,597.8814
67.3812,592.7962
67.4812,601.4316
67.5813,609.0873
67.6814,614.5759
67.7815,619.3034
67.8816,616.3359
67.9817,624.5957
68.0817,630.2444
68.1818,632.5198
68.2819,634.9231
68.3820,639.0718
68.4821,638.0651
68.5822,639.9495
68.6822,651.1062
68.7823,650.9929
68.8824,655.8362
68.9825,658.0809
69.0826,662.5449
69.1827,668.3384
69.2827,668.5011
69.3828,675.7087
69.4829,680.1880
69.5830,683.1743
69.6831,685.1421
69.7832,693.7095
69.8832,700.9542
69.9833,697.5292
70.0834,707.0430
70.1835,710.0241
70.2836,703.4232
70.3837,713.1361
70.4837,717.5589
70.5838,725.8685
70.6839,728.1555
70.7840,733.0900
70.8841,737.6624
70.9842,737.1537
71.0842,741.7176
71.1843,744.4055
71.2844,751.6902
71.3845,755.9806
71.4846,760.9984
71.5847,762.4598
71.6847,771.5282
71.7848,775.7370
71.8849,781.8122
71.9850,783.5035
72.0851,786.1331
72.1852,791.8109
72.2852,795.8499
72.3853,796.3023
72.4854,806.3730
72.5855,811.9174
72.6856,816.9599
72.7857,815.4118
72.8857,820.5661
72.9858,825.1395
73.0859,828.1900
73.1860,834.3727
73.2861,836.4785
73.3862,840.5979
73.4862,850.8034
73.5863,850.3779
73.6864,854.4520
73.7865,861.2744
73.8866,863.4666
73.9867,868.2878
74.0867,871.6296
74.1868,872.5764
74.2869,880.5721
74.3870,881.6917
74.4871,890.1803
74.5872,890.4629
74.6872,901.2248
74.7873,905.1998
74.8874,908.2809
74.9875,911.6367
75.0876,917.6935
75.1877,915.0671
75.2877,922.1992
75.3878,929.5810
75.4879,935.6106
75.5880,938.8942
75.6881,940.6862
75.7882,948.6780
75.8882,951.5042
75.9883,954.2572
76.0884,963.0591
76.1885,966.0584
76.2886,974.9055
76.3887,977.9504
76.4887,982.8055
76.5888,986.2243
76.6889,987.3915
76.7890,991.7979
76.8891,994.8792
76.9892,1012.6275
77.0892,1005.4600
77.1893,1012.7867
77.2894,1017.0629
77.3895,1022.0386
77.4896,1025.8777
77.5897,1026.7827
77.6897,1034.1611
77.7898,1037.7617
77.8899,1046.3413
77.9900,1049.4671
78.0901,1054.2661
78.1902,1061.7933
78.2902,1064.2254
78.3903,1073.6081
78.4904,1074.5013
78.5905,1081.1934
78.6906,1081.4102
78.7907,1092.2348
78.8907,1093.9368
78.9908,1101.2768
79.0909,1105.9487
79.1910,1109.3565
79.2911,1115.4574
79.3912,1118.5874
79.4912,1128.7299
79.5913,1132.4527
79.6914,1136.0656
79.7915,1136.0560
79.8916,1141.2868
79.9917,1147.5914
80.0917,1153.8564
80.1918,1160.9538
80.2919,1161.9485
80.3920,1173.2077
80.4921,1174.7357
80.5922,1173.7450
80.6922,1183.4258
80.7923,1182.1747
80.8924,1192.7635
80.9925,1198.4698
81.0926,1203.3945
81.1927,1209.3685
81.2927,1214.2905
81.3928,1218.8301
81.4929,1230.2674
81.5930,1234.5632
81.6931,1232.6616
81.7932,1245.0275
81.8932,1241.5903
81.9933,1249.2092
82.0934,1261.4373
82.1935,1255.3618
82.2936,1269.0335
82.3937,1268.7874
82.4937,1277.3646
82.5938,1282.5148
82.6939,1293.4158
82.7940,1291.1711
82.8941,1298.6847
82.9942,1306.0717
83.0942,1308.7441
83.1943,1312.3521
83.2944,1319.9696
83.3945,1325.7666
83.4946,1333.4871
83.5947,1333.3648
83.6947,1340.2155
83.7948,1347.9106
83.8949,1351.8293
83.9950,1357.1739
84.0951,1363.0878
84.1952,1366.4703
84.2952,1371.5878
84.3953,1380.7481
84.4954,1381.5897
84.5955,1393.8303
84.6956,1396.4551
84.7957,1397.4527
84.8957,1407.6206
84.9958,1412.7725
85.0959,1420.0663
85.1960,1426.7756
85.2961,1427.7290
85.3962,1432.2442
85.4962,1438.0988
85.5963,1442.5327
85.6964,1448.8059
85.7965,1457.4781
85.8966,1462.2597
85.9967,1466.3391
86.0967,1471.2078
86.1968,1480.0855
86.2969,1483.1665
86.3970,1487.1902
86.4971,1495.5051
86.5972,1500.8260
86.6972,1504.0788
86.7973,1515.4499
86.8974,1521.1959
86.9975,1524.4801
87.0976,1530.4600
87.1977,1537.3683
87.2977,1541.4232
87.3978,1549.9294
87.4979,1557.9731
87.5980,1559.0062
87.6981,1565.8551
87.7982,1572.9343
87.8982,1575.0895
87.9983,1578.5183
88.0984,1590.4309
88.1985,1588.8263
88.2986,1604.7289
88.3987,1607.8134
88.4987,1611.6149
88.5988,1617.0649
88.6989,1628.0354
88.7990,1625.8225
88.8991,1631.0704
88.9992,1638.6564
89.0992,1645.5752
89.1993,1649.2611
89.2994,1658.6720
89.3995,1664.5581
89.4996,1667.6586
89.5997,1680.8693
89.6997,1677.8538
89.7998,1684.1799
89.8999,1695.1284
90.0000,1699.3776
